"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",1,0.001,0.25,3000,0.424242424242424,0.337837837837838,0.342857142857143,0.27027027027027,0.347222222222222,0.352112676056338,0.405797101449275,0.38961038961039,0.302631578947368,0.394366197183099
"2",1,0.001,0.25,5000,0.439393939393939,0.364864864864865,0.328571428571429,0.283783783783784,0.333333333333333,0.338028169014085,0.391304347826087,0.38961038961039,0.302631578947368,0.408450704225352
"3",1,0.001,0.25,8000,0.439393939393939,0.351351351351351,0.328571428571429,0.256756756756757,0.333333333333333,0.366197183098592,0.391304347826087,0.38961038961039,0.315789473684211,0.422535211267606
"4",1,0.001,0.25,10000,0.439393939393939,0.378378378378378,0.342857142857143,0.27027027027027,0.361111111111111,0.366197183098592,0.420289855072464,0.402597402597403,0.315789473684211,0.422535211267606
"5",1,0.001,0.5,3000,0.439393939393939,0.364864864864865,0.4,0.27027027027027,0.375,0.338028169014085,0.391304347826087,0.38961038961039,0.328947368421053,0.380281690140845
"6",1,0.001,0.5,5000,0.439393939393939,0.351351351351351,0.357142857142857,0.27027027027027,0.375,0.338028169014085,0.405797101449275,0.38961038961039,0.315789473684211,0.366197183098592
"7",1,0.001,0.5,8000,0.454545454545455,0.351351351351351,0.342857142857143,0.256756756756757,0.375,0.380281690140845,0.420289855072464,0.38961038961039,0.315789473684211,0.394366197183099
"8",1,0.001,0.5,10000,0.439393939393939,0.378378378378378,0.357142857142857,0.27027027027027,0.388888888888889,0.352112676056338,0.405797101449275,0.38961038961039,0.328947368421053,0.394366197183099
"9",1,0.001,0.75,3000,0.439393939393939,0.378378378378378,0.342857142857143,0.337837837837838,0.375,0.352112676056338,0.391304347826087,0.363636363636364,0.328947368421053,0.380281690140845
"10",1,0.001,0.75,5000,0.454545454545455,0.351351351351351,0.342857142857143,0.337837837837838,0.375,0.338028169014085,0.449275362318841,0.376623376623377,0.315789473684211,0.394366197183099
"11",1,0.001,0.75,8000,0.439393939393939,0.391891891891892,0.371428571428571,0.337837837837838,0.388888888888889,0.338028169014085,0.420289855072464,0.363636363636364,0.315789473684211,0.394366197183099
"12",1,0.001,0.75,10000,0.439393939393939,0.391891891891892,0.385714285714286,0.337837837837838,0.388888888888889,0.366197183098592,0.420289855072464,0.38961038961039,0.315789473684211,0.380281690140845
"13",1,0.01,0.25,3000,0.454545454545455,0.378378378378378,0.328571428571429,0.297297297297297,0.347222222222222,0.408450704225352,0.492753623188406,0.402597402597403,0.355263157894737,0.450704225352113
"14",1,0.01,0.25,5000,0.46969696969697,0.378378378378378,0.385714285714286,0.324324324324324,0.388888888888889,0.366197183098592,0.478260869565217,0.402597402597403,0.381578947368421,0.492957746478873
"15",1,0.01,0.25,8000,0.484848484848485,0.378378378378378,0.414285714285714,0.337837837837838,0.361111111111111,0.366197183098592,0.492753623188406,0.38961038961039,0.394736842105263,0.507042253521127
"16",1,0.01,0.25,10000,0.484848484848485,0.391891891891892,0.414285714285714,0.337837837837838,0.375,0.352112676056338,0.507246376811594,0.415584415584416,0.407894736842105,0.492957746478873
"17",1,0.01,0.5,3000,0.409090909090909,0.324324324324324,0.328571428571429,0.337837837837838,0.375,0.366197183098592,0.478260869565217,0.402597402597403,0.342105263157895,0.436619718309859
"18",1,0.01,0.5,5000,0.46969696969697,0.337837837837838,0.342857142857143,0.351351351351351,0.361111111111111,0.323943661971831,0.449275362318841,0.428571428571429,0.368421052631579,0.464788732394366
"19",1,0.01,0.5,8000,0.484848484848485,0.324324324324324,0.385714285714286,0.364864864864865,0.388888888888889,0.338028169014085,0.478260869565217,0.441558441558442,0.381578947368421,0.47887323943662
"20",1,0.01,0.5,10000,0.515151515151515,0.337837837837838,0.385714285714286,0.378378378378378,0.388888888888889,0.338028169014085,0.463768115942029,0.428571428571429,0.381578947368421,0.47887323943662
"21",1,0.01,0.75,3000,0.424242424242424,0.378378378378378,0.328571428571429,0.378378378378378,0.388888888888889,0.338028169014085,0.463768115942029,0.402597402597403,0.355263157894737,0.394366197183099
"22",1,0.01,0.75,5000,0.409090909090909,0.364864864864865,0.328571428571429,0.405405405405405,0.388888888888889,0.352112676056338,0.449275362318841,0.415584415584416,0.368421052631579,0.422535211267606
"23",1,0.01,0.75,8000,0.454545454545455,0.364864864864865,0.342857142857143,0.405405405405405,0.333333333333333,0.338028169014085,0.449275362318841,0.402597402597403,0.368421052631579,0.464788732394366
"24",1,0.01,0.75,10000,0.439393939393939,0.364864864864865,0.357142857142857,0.405405405405405,0.361111111111111,0.366197183098592,0.449275362318841,0.415584415584416,0.407894736842105,0.47887323943662
"25",1,0.1,0.25,3000,0.515151515151515,0.391891891891892,0.4,0.405405405405405,0.444444444444444,0.394366197183099,0.492753623188406,0.454545454545455,0.473684210526316,0.535211267605634
"26",1,0.1,0.25,5000,0.53030303030303,0.418918918918919,0.414285714285714,0.405405405405405,0.430555555555556,0.394366197183099,0.521739130434783,0.441558441558442,0.473684210526316,0.549295774647887
"27",1,0.1,0.25,8000,0.515151515151515,0.418918918918919,0.414285714285714,0.432432432432432,0.444444444444444,0.394366197183099,0.521739130434783,0.454545454545455,0.486842105263158,0.549295774647887
"28",1,0.1,0.25,10000,0.545454545454545,0.432432432432432,0.414285714285714,0.432432432432432,0.444444444444444,0.380281690140845,0.521739130434783,0.467532467532468,0.486842105263158,0.549295774647887
"29",1,0.1,0.5,3000,0.515151515151515,0.378378378378378,0.428571428571429,0.364864864864865,0.347222222222222,0.338028169014085,0.463768115942029,0.428571428571429,0.421052631578947,0.507042253521127
"30",1,0.1,0.5,5000,0.560606060606061,0.378378378378378,0.414285714285714,0.351351351351351,0.375,0.338028169014085,0.492753623188406,0.415584415584416,0.434210526315789,0.492957746478873
"31",1,0.1,0.5,8000,0.560606060606061,0.391891891891892,0.4,0.351351351351351,0.375,0.338028169014085,0.463768115942029,0.428571428571429,0.473684210526316,0.492957746478873
"32",1,0.1,0.5,10000,0.575757575757576,0.391891891891892,0.4,0.337837837837838,0.375,0.338028169014085,0.478260869565217,0.415584415584416,0.434210526315789,0.492957746478873
"33",1,0.1,0.75,3000,0.46969696969697,0.351351351351351,0.371428571428571,0.405405405405405,0.333333333333333,0.380281690140845,0.463768115942029,0.428571428571429,0.460526315789474,0.450704225352113
"34",1,0.1,0.75,5000,0.5,0.391891891891892,0.385714285714286,0.391891891891892,0.333333333333333,0.394366197183099,0.478260869565217,0.428571428571429,0.447368421052632,0.450704225352113
"35",1,0.1,0.75,8000,0.5,0.378378378378378,0.371428571428571,0.378378378378378,0.347222222222222,0.394366197183099,0.463768115942029,0.441558441558442,0.434210526315789,0.436619718309859
"36",1,0.1,0.75,10000,0.515151515151515,0.378378378378378,0.371428571428571,0.378378378378378,0.333333333333333,0.394366197183099,0.463768115942029,0.441558441558442,0.447368421052632,0.436619718309859
"37",5,0.001,0.25,3000,0.424242424242424,0.324324324324324,0.285714285714286,0.256756756756757,0.333333333333333,0.338028169014085,0.434782608695652,0.38961038961039,0.302631578947368,0.408450704225352
"38",5,0.001,0.25,5000,0.424242424242424,0.337837837837838,0.3,0.256756756756757,0.333333333333333,0.394366197183099,0.405797101449275,0.38961038961039,0.328947368421053,0.422535211267606
"39",5,0.001,0.25,8000,0.409090909090909,0.351351351351351,0.328571428571429,0.27027027027027,0.319444444444444,0.422535211267606,0.420289855072464,0.376623376623377,0.328947368421053,0.436619718309859
"40",5,0.001,0.25,10000,0.409090909090909,0.337837837837838,0.314285714285714,0.297297297297297,0.333333333333333,0.422535211267606,0.420289855072464,0.363636363636364,0.328947368421053,0.436619718309859
"41",5,0.001,0.5,3000,0.439393939393939,0.324324324324324,0.342857142857143,0.27027027027027,0.388888888888889,0.408450704225352,0.434782608695652,0.376623376623377,0.315789473684211,0.422535211267606
"42",5,0.001,0.5,5000,0.439393939393939,0.310810810810811,0.328571428571429,0.27027027027027,0.388888888888889,0.380281690140845,0.434782608695652,0.376623376623377,0.328947368421053,0.464788732394366
"43",5,0.001,0.5,8000,0.454545454545455,0.310810810810811,0.328571428571429,0.283783783783784,0.388888888888889,0.380281690140845,0.420289855072464,0.363636363636364,0.328947368421053,0.492957746478873
"44",5,0.001,0.5,10000,0.454545454545455,0.297297297297297,0.314285714285714,0.297297297297297,0.375,0.380281690140845,0.420289855072464,0.337662337662338,0.315789473684211,0.52112676056338
"45",5,0.001,0.75,3000,0.439393939393939,0.337837837837838,0.357142857142857,0.324324324324324,0.402777777777778,0.380281690140845,0.434782608695652,0.324675324675325,0.328947368421053,0.422535211267606
"46",5,0.001,0.75,5000,0.454545454545455,0.310810810810811,0.328571428571429,0.351351351351351,0.375,0.366197183098592,0.449275362318841,0.337662337662338,0.328947368421053,0.450704225352113
"47",5,0.001,0.75,8000,0.439393939393939,0.324324324324324,0.328571428571429,0.378378378378378,0.361111111111111,0.366197183098592,0.434782608695652,0.350649350649351,0.355263157894737,0.436619718309859
"48",5,0.001,0.75,10000,0.454545454545455,0.337837837837838,0.328571428571429,0.378378378378378,0.375,0.380281690140845,0.434782608695652,0.350649350649351,0.342105263157895,0.492957746478873
"49",5,0.01,0.25,3000,0.424242424242424,0.378378378378378,0.314285714285714,0.405405405405405,0.361111111111111,0.422535211267606,0.463768115942029,0.38961038961039,0.355263157894737,0.492957746478873
"50",5,0.01,0.25,5000,0.46969696969697,0.378378378378378,0.314285714285714,0.432432432432432,0.375,0.450704225352113,0.449275362318841,0.363636363636364,0.342105263157895,0.507042253521127
"51",5,0.01,0.25,8000,0.439393939393939,0.391891891891892,0.328571428571429,0.432432432432432,0.388888888888889,0.47887323943662,0.434782608695652,0.324675324675325,0.342105263157895,0.535211267605634
"52",5,0.01,0.25,10000,0.439393939393939,0.391891891891892,0.328571428571429,0.445945945945946,0.375,0.492957746478873,0.420289855072464,0.324675324675325,0.368421052631579,0.563380281690141
"53",5,0.01,0.5,3000,0.484848484848485,0.297297297297297,0.371428571428571,0.364864864864865,0.361111111111111,0.408450704225352,0.405797101449275,0.350649350649351,0.342105263157895,0.507042253521127
"54",5,0.01,0.5,5000,0.515151515151515,0.283783783783784,0.4,0.351351351351351,0.347222222222222,0.408450704225352,0.391304347826087,0.337662337662338,0.342105263157895,0.549295774647887
"55",5,0.01,0.5,8000,0.484848484848485,0.283783783783784,0.4,0.364864864864865,0.361111111111111,0.394366197183099,0.376811594202899,0.350649350649351,0.342105263157895,0.563380281690141
"56",5,0.01,0.5,10000,0.484848484848485,0.297297297297297,0.414285714285714,0.364864864864865,0.361111111111111,0.394366197183099,0.376811594202899,0.363636363636364,0.342105263157895,0.549295774647887
"57",5,0.01,0.75,3000,0.439393939393939,0.310810810810811,0.342857142857143,0.405405405405405,0.388888888888889,0.394366197183099,0.405797101449275,0.337662337662338,0.328947368421053,0.464788732394366
"58",5,0.01,0.75,5000,0.484848484848485,0.324324324324324,0.357142857142857,0.405405405405405,0.388888888888889,0.380281690140845,0.405797101449275,0.337662337662338,0.355263157894737,0.464788732394366
"59",5,0.01,0.75,8000,0.484848484848485,0.337837837837838,0.357142857142857,0.418918918918919,0.388888888888889,0.366197183098592,0.391304347826087,0.337662337662338,0.342105263157895,0.47887323943662
"60",5,0.01,0.75,10000,0.5,0.337837837837838,0.357142857142857,0.418918918918919,0.388888888888889,0.366197183098592,0.391304347826087,0.350649350649351,0.355263157894737,0.47887323943662
"61",5,0.1,0.25,3000,0.454545454545455,0.337837837837838,0.385714285714286,0.432432432432432,0.416666666666667,0.464788732394366,0.391304347826087,0.376623376623377,0.381578947368421,0.563380281690141
"62",5,0.1,0.25,5000,0.454545454545455,0.337837837837838,0.4,0.432432432432432,0.388888888888889,0.464788732394366,0.36231884057971,0.38961038961039,0.381578947368421,0.549295774647887
"63",5,0.1,0.25,8000,0.560606060606061,0.351351351351351,0.4,0.445945945945946,0.388888888888889,0.450704225352113,0.376811594202899,0.363636363636364,0.368421052631579,0.52112676056338
"64",5,0.1,0.25,10000,0.560606060606061,0.351351351351351,0.428571428571429,0.432432432432432,0.388888888888889,0.450704225352113,0.405797101449275,0.337662337662338,0.381578947368421,0.563380281690141
"65",5,0.1,0.5,3000,0.46969696969697,0.337837837837838,0.414285714285714,0.405405405405405,0.347222222222222,0.422535211267606,0.391304347826087,0.337662337662338,0.355263157894737,0.535211267605634
"66",5,0.1,0.5,5000,0.484848484848485,0.310810810810811,0.4,0.378378378378378,0.347222222222222,0.408450704225352,0.391304347826087,0.350649350649351,0.342105263157895,0.535211267605634
"67",5,0.1,0.5,8000,0.484848484848485,0.310810810810811,0.385714285714286,0.364864864864865,0.361111111111111,0.408450704225352,0.391304347826087,0.350649350649351,0.328947368421053,0.52112676056338
"68",5,0.1,0.5,10000,0.484848484848485,0.310810810810811,0.371428571428571,0.364864864864865,0.361111111111111,0.394366197183099,0.420289855072464,0.350649350649351,0.328947368421053,0.507042253521127
"69",5,0.1,0.75,3000,0.5,0.351351351351351,0.342857142857143,0.391891891891892,0.388888888888889,0.338028169014085,0.391304347826087,0.311688311688312,0.394736842105263,0.52112676056338
"70",5,0.1,0.75,5000,0.53030303030303,0.337837837837838,0.371428571428571,0.378378378378378,0.375,0.338028169014085,0.391304347826087,0.311688311688312,0.355263157894737,0.535211267605634
"71",5,0.1,0.75,8000,0.53030303030303,0.351351351351351,0.357142857142857,0.364864864864865,0.402777777777778,0.352112676056338,0.376811594202899,0.311688311688312,0.342105263157895,0.507042253521127
"72",5,0.1,0.75,10000,0.5,0.351351351351351,0.357142857142857,0.364864864864865,0.402777777777778,0.352112676056338,0.376811594202899,0.311688311688312,0.328947368421053,0.507042253521127
"73",10,0.001,0.25,3000,0.424242424242424,0.324324324324324,0.3,0.22972972972973,0.333333333333333,0.366197183098592,0.434782608695652,0.38961038961039,0.302631578947368,0.408450704225352
"74",10,0.001,0.25,5000,0.424242424242424,0.324324324324324,0.3,0.256756756756757,0.319444444444444,0.408450704225352,0.405797101449275,0.38961038961039,0.289473684210526,0.422535211267606
"75",10,0.001,0.25,8000,0.409090909090909,0.337837837837838,0.314285714285714,0.283783783783784,0.333333333333333,0.436619718309859,0.420289855072464,0.363636363636364,0.328947368421053,0.450704225352113
"76",10,0.001,0.25,10000,0.409090909090909,0.337837837837838,0.314285714285714,0.283783783783784,0.347222222222222,0.422535211267606,0.420289855072464,0.363636363636364,0.328947368421053,0.464788732394366
"77",10,0.001,0.5,3000,0.439393939393939,0.310810810810811,0.328571428571429,0.27027027027027,0.361111111111111,0.408450704225352,0.434782608695652,0.363636363636364,0.315789473684211,0.422535211267606
"78",10,0.001,0.5,5000,0.424242424242424,0.310810810810811,0.342857142857143,0.297297297297297,0.347222222222222,0.366197183098592,0.434782608695652,0.363636363636364,0.315789473684211,0.464788732394366
"79",10,0.001,0.5,8000,0.439393939393939,0.310810810810811,0.342857142857143,0.283783783783784,0.375,0.380281690140845,0.420289855072464,0.376623376623377,0.328947368421053,0.507042253521127
"80",10,0.001,0.5,10000,0.454545454545455,0.283783783783784,0.342857142857143,0.310810810810811,0.361111111111111,0.380281690140845,0.420289855072464,0.376623376623377,0.315789473684211,0.507042253521127
"81",10,0.001,0.75,3000,0.46969696969697,0.324324324324324,0.357142857142857,0.351351351351351,0.388888888888889,0.394366197183099,0.420289855072464,0.324675324675325,0.315789473684211,0.436619718309859
"82",10,0.001,0.75,5000,0.439393939393939,0.310810810810811,0.314285714285714,0.405405405405405,0.375,0.366197183098592,0.434782608695652,0.337662337662338,0.315789473684211,0.450704225352113
"83",10,0.001,0.75,8000,0.454545454545455,0.310810810810811,0.328571428571429,0.405405405405405,0.361111111111111,0.380281690140845,0.434782608695652,0.363636363636364,0.328947368421053,0.492957746478873
"84",10,0.001,0.75,10000,0.454545454545455,0.324324324324324,0.328571428571429,0.391891891891892,0.375,0.352112676056338,0.434782608695652,0.363636363636364,0.328947368421053,0.535211267605634
"85",10,0.01,0.25,3000,0.454545454545455,0.364864864864865,0.3,0.405405405405405,0.361111111111111,0.436619718309859,0.449275362318841,0.337662337662338,0.342105263157895,0.52112676056338
"86",10,0.01,0.25,5000,0.46969696969697,0.378378378378378,0.342857142857143,0.459459459459459,0.402777777777778,0.422535211267606,0.434782608695652,0.350649350649351,0.355263157894737,0.52112676056338
"87",10,0.01,0.25,8000,0.439393939393939,0.337837837837838,0.342857142857143,0.445945945945946,0.416666666666667,0.47887323943662,0.405797101449275,0.337662337662338,0.342105263157895,0.535211267605634
"88",10,0.01,0.25,10000,0.46969696969697,0.378378378378378,0.342857142857143,0.445945945945946,0.388888888888889,0.464788732394366,0.405797101449275,0.337662337662338,0.342105263157895,0.52112676056338
"89",10,0.01,0.5,3000,0.454545454545455,0.310810810810811,0.4,0.364864864864865,0.375,0.436619718309859,0.36231884057971,0.376623376623377,0.342105263157895,0.492957746478873
"90",10,0.01,0.5,5000,0.46969696969697,0.310810810810811,0.414285714285714,0.405405405405405,0.347222222222222,0.450704225352113,0.376811594202899,0.38961038961039,0.328947368421053,0.52112676056338
"91",10,0.01,0.5,8000,0.484848484848485,0.378378378378378,0.4,0.405405405405405,0.375,0.450704225352113,0.36231884057971,0.402597402597403,0.355263157894737,0.507042253521127
"92",10,0.01,0.5,10000,0.484848484848485,0.364864864864865,0.428571428571429,0.405405405405405,0.375,0.464788732394366,0.376811594202899,0.38961038961039,0.355263157894737,0.507042253521127
"93",10,0.01,0.75,3000,0.46969696969697,0.337837837837838,0.314285714285714,0.418918918918919,0.347222222222222,0.366197183098592,0.420289855072464,0.376623376623377,0.355263157894737,0.535211267605634
"94",10,0.01,0.75,5000,0.484848484848485,0.337837837837838,0.357142857142857,0.418918918918919,0.361111111111111,0.366197183098592,0.405797101449275,0.402597402597403,0.394736842105263,0.535211267605634
"95",10,0.01,0.75,8000,0.46969696969697,0.351351351351351,0.414285714285714,0.405405405405405,0.347222222222222,0.422535211267606,0.405797101449275,0.428571428571429,0.394736842105263,0.507042253521127
"96",10,0.01,0.75,10000,0.484848484848485,0.378378378378378,0.428571428571429,0.418918918918919,0.333333333333333,0.436619718309859,0.405797101449275,0.428571428571429,0.394736842105263,0.52112676056338
"97",10,0.1,0.25,3000,0.5,0.337837837837838,0.342857142857143,0.445945945945946,0.361111111111111,0.450704225352113,0.391304347826087,0.376623376623377,0.342105263157895,0.549295774647887
"98",10,0.1,0.25,5000,0.575757575757576,0.310810810810811,0.342857142857143,0.445945945945946,0.361111111111111,0.507042253521127,0.347826086956522,0.38961038961039,0.394736842105263,0.52112676056338
"99",10,0.1,0.25,8000,0.545454545454545,0.351351351351351,0.385714285714286,0.472972972972973,0.388888888888889,0.47887323943662,0.376811594202899,0.376623376623377,0.368421052631579,0.52112676056338
"100",10,0.1,0.25,10000,0.5,0.351351351351351,0.371428571428571,0.472972972972973,0.388888888888889,0.47887323943662,0.405797101449275,0.363636363636364,0.328947368421053,0.52112676056338
"101",10,0.1,0.5,3000,0.5,0.337837837837838,0.4,0.432432432432432,0.375,0.464788732394366,0.376811594202899,0.402597402597403,0.368421052631579,0.492957746478873
"102",10,0.1,0.5,5000,0.53030303030303,0.337837837837838,0.428571428571429,0.445945945945946,0.375,0.450704225352113,0.376811594202899,0.402597402597403,0.328947368421053,0.492957746478873
"103",10,0.1,0.5,8000,0.545454545454545,0.351351351351351,0.428571428571429,0.405405405405405,0.388888888888889,0.436619718309859,0.391304347826087,0.38961038961039,0.355263157894737,0.47887323943662
"104",10,0.1,0.5,10000,0.545454545454545,0.351351351351351,0.428571428571429,0.418918918918919,0.388888888888889,0.436619718309859,0.405797101449275,0.402597402597403,0.328947368421053,0.464788732394366
"105",10,0.1,0.75,3000,0.454545454545455,0.337837837837838,0.428571428571429,0.337837837837838,0.347222222222222,0.394366197183099,0.420289855072464,0.376623376623377,0.368421052631579,0.507042253521127
"106",10,0.1,0.75,5000,0.454545454545455,0.337837837837838,0.428571428571429,0.337837837837838,0.361111111111111,0.422535211267606,0.391304347826087,0.376623376623377,0.368421052631579,0.492957746478873
"107",10,0.1,0.75,8000,0.46969696969697,0.337837837837838,0.428571428571429,0.351351351351351,0.375,0.408450704225352,0.391304347826087,0.376623376623377,0.355263157894737,0.507042253521127
"108",10,0.1,0.75,10000,0.46969696969697,0.337837837837838,0.414285714285714,0.351351351351351,0.375,0.408450704225352,0.391304347826087,0.376623376623377,0.342105263157895,0.47887323943662
"109",20,0.001,0.25,3000,0.424242424242424,0.310810810810811,0.3,0.243243243243243,0.333333333333333,0.380281690140845,0.420289855072464,0.38961038961039,0.302631578947368,0.422535211267606
"110",20,0.001,0.25,5000,0.424242424242424,0.324324324324324,0.3,0.256756756756757,0.319444444444444,0.436619718309859,0.405797101449275,0.363636363636364,0.315789473684211,0.422535211267606
"111",20,0.001,0.25,8000,0.409090909090909,0.337837837837838,0.314285714285714,0.283783783783784,0.347222222222222,0.436619718309859,0.420289855072464,0.38961038961039,0.328947368421053,0.436619718309859
"112",20,0.001,0.25,10000,0.409090909090909,0.337837837837838,0.314285714285714,0.283783783783784,0.361111111111111,0.436619718309859,0.434782608695652,0.363636363636364,0.328947368421053,0.464788732394366
"113",20,0.001,0.5,3000,0.439393939393939,0.324324324324324,0.328571428571429,0.27027027027027,0.375,0.408450704225352,0.434782608695652,0.363636363636364,0.315789473684211,0.422535211267606
"114",20,0.001,0.5,5000,0.439393939393939,0.310810810810811,0.328571428571429,0.283783783783784,0.347222222222222,0.366197183098592,0.449275362318841,0.38961038961039,0.328947368421053,0.464788732394366
"115",20,0.001,0.5,8000,0.439393939393939,0.310810810810811,0.357142857142857,0.283783783783784,0.361111111111111,0.366197183098592,0.434782608695652,0.376623376623377,0.328947368421053,0.507042253521127
"116",20,0.001,0.5,10000,0.439393939393939,0.310810810810811,0.357142857142857,0.337837837837838,0.347222222222222,0.380281690140845,0.420289855072464,0.363636363636364,0.328947368421053,0.507042253521127
"117",20,0.001,0.75,3000,0.454545454545455,0.324324324324324,0.357142857142857,0.351351351351351,0.388888888888889,0.380281690140845,0.420289855072464,0.324675324675325,0.315789473684211,0.450704225352113
"118",20,0.001,0.75,5000,0.439393939393939,0.310810810810811,0.328571428571429,0.405405405405405,0.375,0.380281690140845,0.420289855072464,0.350649350649351,0.315789473684211,0.450704225352113
"119",20,0.001,0.75,8000,0.454545454545455,0.297297297297297,0.328571428571429,0.391891891891892,0.361111111111111,0.366197183098592,0.449275362318841,0.363636363636364,0.315789473684211,0.492957746478873
"120",20,0.001,0.75,10000,0.439393939393939,0.297297297297297,0.328571428571429,0.391891891891892,0.375,0.352112676056338,0.434782608695652,0.363636363636364,0.328947368421053,0.507042253521127
"121",20,0.01,0.25,3000,0.484848484848485,0.378378378378378,0.3,0.418918918918919,0.361111111111111,0.436619718309859,0.434782608695652,0.363636363636364,0.342105263157895,0.535211267605634
"122",20,0.01,0.25,5000,0.454545454545455,0.378378378378378,0.342857142857143,0.432432432432432,0.388888888888889,0.422535211267606,0.434782608695652,0.350649350649351,0.328947368421053,0.563380281690141
"123",20,0.01,0.25,8000,0.439393939393939,0.378378378378378,0.357142857142857,0.445945945945946,0.402777777777778,0.450704225352113,0.434782608695652,0.324675324675325,0.328947368421053,0.535211267605634
"124",20,0.01,0.25,10000,0.424242424242424,0.391891891891892,0.342857142857143,0.459459459459459,0.402777777777778,0.464788732394366,0.405797101449275,0.337662337662338,0.328947368421053,0.549295774647887
"125",20,0.01,0.5,3000,0.484848484848485,0.297297297297297,0.385714285714286,0.364864864864865,0.361111111111111,0.436619718309859,0.391304347826087,0.376623376623377,0.342105263157895,0.492957746478873
"126",20,0.01,0.5,5000,0.484848484848485,0.297297297297297,0.4,0.378378378378378,0.361111111111111,0.436619718309859,0.376811594202899,0.38961038961039,0.342105263157895,0.52112676056338
"127",20,0.01,0.5,8000,0.46969696969697,0.324324324324324,0.428571428571429,0.378378378378378,0.388888888888889,0.47887323943662,0.376811594202899,0.38961038961039,0.342105263157895,0.507042253521127
"128",20,0.01,0.5,10000,0.46969696969697,0.324324324324324,0.4,0.391891891891892,0.388888888888889,0.464788732394366,0.391304347826087,0.38961038961039,0.342105263157895,0.492957746478873
"129",20,0.01,0.75,3000,0.46969696969697,0.351351351351351,0.328571428571429,0.418918918918919,0.361111111111111,0.380281690140845,0.420289855072464,0.38961038961039,0.368421052631579,0.52112676056338
"130",20,0.01,0.75,5000,0.484848484848485,0.351351351351351,0.371428571428571,0.405405405405405,0.402777777777778,0.422535211267606,0.405797101449275,0.402597402597403,0.381578947368421,0.535211267605634
"131",20,0.01,0.75,8000,0.46969696969697,0.378378378378378,0.4,0.432432432432432,0.347222222222222,0.436619718309859,0.420289855072464,0.441558441558442,0.381578947368421,0.535211267605634
"132",20,0.01,0.75,10000,0.46969696969697,0.391891891891892,0.428571428571429,0.405405405405405,0.361111111111111,0.450704225352113,0.405797101449275,0.428571428571429,0.381578947368421,0.52112676056338
"133",20,0.1,0.25,3000,0.484848484848485,0.364864864864865,0.328571428571429,0.445945945945946,0.361111111111111,0.464788732394366,0.405797101449275,0.376623376623377,0.421052631578947,0.577464788732394
"134",20,0.1,0.25,5000,0.53030303030303,0.351351351351351,0.342857142857143,0.486486486486487,0.402777777777778,0.464788732394366,0.376811594202899,0.350649350649351,0.407894736842105,0.605633802816901
"135",20,0.1,0.25,8000,0.545454545454545,0.337837837837838,0.371428571428571,0.445945945945946,0.388888888888889,0.450704225352113,0.420289855072464,0.363636363636364,0.394736842105263,0.563380281690141
"136",20,0.1,0.25,10000,0.53030303030303,0.351351351351351,0.385714285714286,0.472972972972973,0.388888888888889,0.450704225352113,0.405797101449275,0.350649350649351,0.368421052631579,0.563380281690141
"137",20,0.1,0.5,3000,0.484848484848485,0.324324324324324,0.442857142857143,0.378378378378378,0.388888888888889,0.436619718309859,0.36231884057971,0.376623376623377,0.328947368421053,0.507042253521127
"138",20,0.1,0.5,5000,0.484848484848485,0.310810810810811,0.442857142857143,0.391891891891892,0.402777777777778,0.422535211267606,0.391304347826087,0.376623376623377,0.315789473684211,0.492957746478873
"139",20,0.1,0.5,8000,0.515151515151515,0.310810810810811,0.442857142857143,0.378378378378378,0.402777777777778,0.408450704225352,0.376811594202899,0.363636363636364,0.302631578947368,0.450704225352113
"140",20,0.1,0.5,10000,0.53030303030303,0.310810810810811,0.442857142857143,0.378378378378378,0.388888888888889,0.408450704225352,0.391304347826087,0.363636363636364,0.302631578947368,0.450704225352113
"141",20,0.1,0.75,3000,0.454545454545455,0.324324324324324,0.414285714285714,0.351351351351351,0.388888888888889,0.436619718309859,0.449275362318841,0.402597402597403,0.381578947368421,0.47887323943662
"142",20,0.1,0.75,5000,0.46969696969697,0.337837837837838,0.4,0.337837837837838,0.361111111111111,0.436619718309859,0.434782608695652,0.415584415584416,0.381578947368421,0.47887323943662
"143",20,0.1,0.75,8000,0.484848484848485,0.324324324324324,0.385714285714286,0.337837837837838,0.361111111111111,0.422535211267606,0.391304347826087,0.402597402597403,0.368421052631579,0.450704225352113
"144",20,0.1,0.75,10000,0.515151515151515,0.324324324324324,0.371428571428571,0.364864864864865,0.347222222222222,0.422535211267606,0.376811594202899,0.376623376623377,0.328947368421053,0.436619718309859
